x,y,y_pred
-1.614578000000000069e+00,1.524649399999999932e+00,1.484109221550649949e+00
-1.614390599999999898e+00,1.842817099999999986e+00,1.483936717505115688e+00
-1.611563300000000032e+00,1.420681499999999930e+00,1.481334152468089194e+00
-1.611396400000000062e+00,1.401309499999999986e+00,1.481180518929136936e+00
-1.609709499999999904e+00,1.680218699999999954e+00,1.479627706365574280e+00
-1.609527300000000105e+00,1.751085100000000061e+00,1.479459988985124541e+00
-1.609439000000000064e+00,9.255126000000000186e-01,1.479378707729944953e+00
-1.588145899999999999e+00,8.431893999999999778e-01,1.459778142671439571e+00
-1.586060500000000095e+00,6.768560999999999606e-01,1.457858505870175181e+00
-1.584851000000000010e+00,1.886835400000000051e+00,1.456745145981841905e+00
-1.582147699999999935e+00,6.045580000000000398e-01,1.454256724496823194e+00
-1.581806299999999998e+00,1.517290599999999934e+00,1.453942461523795471e+00
-1.580286599999999986e+00,9.174050999999999734e-01,1.452543558652940492e+00
-1.579517099999999896e+00,1.603739999999999943e+00,1.451835224271730951e+00
-1.575566000000000022e+00,1.396078900000000012e+00,1.448198187269009285e+00
-1.574190399999999990e+00,8.238585000000000491e-01,1.446931930251737164e+00
-1.573531800000000036e+00,1.360544999999999893e+00,1.446325680708573591e+00
-1.572137099999999954e+00,1.347888799999999998e+00,1.445041841902242385e+00
-1.571844100000000077e+00,1.592644500000000019e+00,1.444772131734998410e+00
-1.570464000000000082e+00,2.017353400000000185e+00,1.443501732411403227e+00
-1.566423099999999957e+00,1.177430299999999930e+00,1.439782033384727100e+00
-1.555865800000000077e+00,1.205759199999999920e+00,1.430063906597544676e+00
-1.553439000000000014e+00,2.248813800000000196e+00,1.427830006823252784e+00
-1.552625600000000050e+00,6.839140999999999693e-01,1.427081261942583001e+00
-1.552621000000000029e+00,1.002965799999999907e+00,1.427077027585008429e+00
-1.549414400000000080e+00,1.183502499999999902e+00,1.424125312150590572e+00
-1.547808999999999990e+00,1.354343999999999992e+00,1.422647521357097711e+00
-1.546033900000000072e+00,1.748518900000000098e+00,1.421013519589607199e+00
-1.539201199999999936e+00,1.038931999999999967e+00,1.414723933720229532e+00
-1.535530099999999898e+00,1.911826199999999920e+00,1.411344640222040869e+00
-1.534599400000000058e+00,1.426877799999999974e+00,1.410487919223222031e+00
-1.528563099999999952e+00,1.865202100000000085e+00,1.404931429521738329e+00
-1.527289600000000025e+00,1.326593200000000028e+00,1.403759156832369293e+00
-1.527184000000000097e+00,1.801029500000000061e+00,1.403661950710660022e+00
-1.525243899999999986e+00,1.770571700000000082e+00,1.401876064377997499e+00
-1.522754600000000069e+00,1.464476799999999912e+00,1.399584632571443610e+00
-1.520791199999999899e+00,2.073266100000000112e+00,1.397777298297154136e+00
-1.517953600000000014e+00,9.298442000000000096e-01,1.395165251981210996e+00
-1.506680400000000031e+00,1.295412199999999903e+00,1.384788130283687080e+00
-1.497875599999999974e+00,9.596943000000000001e-01,1.376683201681129232e+00
-1.492909000000000042e+00,1.092654800000000037e+00,1.372111384218215768e+00
-1.489590100000000028e+00,1.545025099999999929e+00,1.369056295228229692e+00
-1.487445700000000093e+00,1.148759099999999922e+00,1.367082348188509711e+00
-1.477270700000000048e+00,1.135496599999999967e+00,1.357716133336267061e+00
-1.477270700000000048e+00,1.583955500000000072e+00,1.357716133336267061e+00
-1.473994999999999944e+00,1.563820800000000011e+00,1.354700810486979989e+00
-1.471802300000000008e+00,1.618449599999999933e+00,1.352682402692728436e+00
-1.469850300000000054e+00,9.195746999999999671e-01,1.350885562261123995e+00
-1.468973899999999944e+00,1.062173299999999987e+00,1.350078825091933998e+00
-1.467038599999999970e+00,1.112200499999999925e+00,1.348297357219349291e+00
-1.464474999999999971e+00,1.454009200000000002e+00,1.345937531332842552e+00
-1.464277000000000051e+00,1.646652999999999922e+00,1.345755269854636893e+00
-1.461581100000000077e+00,1.356642099999999962e+00,1.343273660162237926e+00
-1.461297999999999986e+00,1.582874899999999974e+00,1.343013063068903890e+00
-1.454431299999999982e+00,5.053102999999999900e-01,1.336692179773975475e+00
-1.453299899999999978e+00,2.181588000000000083e+00,1.335650711913157318e+00
-1.449559599999999948e+00,6.782481999999999678e-01,1.332207718948848374e+00
-1.446076399999999929e+00,9.020494000000000012e-01,1.329001389752452189e+00
-1.443363399999999963e+00,2.054138200000000136e+00,1.326504039296026338e+00
-1.442891600000000052e+00,1.849198600000000026e+00,1.326069741490887299e+00
-1.441717600000000044e+00,8.447358999999999840e-01,1.324989059796878976e+00
-1.440984000000000043e+00,1.154692999999999969e+00,1.324313771815001317e+00
-1.440816300000000050e+00,7.537302999999999642e-01,1.324159401866036090e+00
-1.438791399999999943e+00,2.123629300000000164e+00,1.322295456072000830e+00
-1.437315799999999921e+00,1.331368700000000072e+00,1.320937147803109557e+00
-1.436376300000000050e+00,1.211677499999999963e+00,1.320072326294148723e+00
-1.434598899999999899e+00,1.089163899999999963e+00,1.318436207347870592e+00
-1.433263600000000082e+00,9.554897999999999447e-01,1.317207046985001240e+00
-1.433263600000000082e+00,1.656804900000000025e+00,1.317207046985001240e+00
-1.432902399999999909e+00,1.293826099999999979e+00,1.316874557864152750e+00
-1.431879600000000030e+00,9.033733000000000457e-01,1.315933057662592720e+00
-1.431042099999999984e+00,1.586577899999999985e+00,1.315162128430283017e+00
-1.429935200000000073e+00,1.522086199999999945e+00,1.314143213126111265e+00
-1.428416700000000095e+00,1.349004300000000045e+00,1.312745414870274852e+00
-1.420996499999999996e+00,1.148760000000000003e+00,1.305915027897635028e+00
-1.420605899999999977e+00,1.238721799999999984e+00,1.305555475708811031e+00
-1.419097199999999948e+00,1.881840600000000086e+00,1.304166698475633490e+00
-1.418911400000000045e+00,8.914176999999999795e-01,1.303995667250125390e+00
-1.418036400000000086e+00,1.244056700000000015e+00,1.303190218798458533e+00
-1.413044100000000025e+00,1.816809200000000013e+00,1.298594744163878101e+00
-1.409888500000000100e+00,1.844754699999999970e+00,1.295689974867786587e+00
-1.408349899999999932e+00,1.074135000000000062e+00,1.294273674310374878e+00
-1.406561200000000067e+00,1.796170400000000056e+00,1.292627153572664112e+00
-1.403849399999999914e+00,1.281934399999999918e+00,1.290130907731257270e+00
-1.397261300000000039e+00,1.598015799999999986e+00,1.284066479223340052e+00
-1.395775500000000058e+00,1.643340400000000034e+00,1.282698781726783865e+00
-1.392793799999999971e+00,1.883484500000000006e+00,1.279954089557257202e+00
-1.389970600000000056e+00,1.366207500000000019e+00,1.277355298621547064e+00
-1.386021399999999959e+00,1.752222799999999969e+00,1.273720010592605645e+00
-1.384814999999999907e+00,1.022221599999999953e+00,1.272609504293072957e+00
-1.384256500000000001e+00,1.546100299999999983e+00,1.272095398052780268e+00
-1.383021599999999962e+00,1.913500200000000095e+00,1.270958657146536108e+00
-1.372889599999999932e+00,1.010497600000000107e+00,1.261632024332489443e+00
-1.372479800000000028e+00,1.134298400000000040e+00,1.261254798303354629e+00
-1.370154799999999895e+00,1.516812100000000108e+00,1.259114606703210848e+00
-1.369813200000000064e+00,8.097501000000000282e-01,1.258800159627679882e+00
-1.369290499999999966e+00,1.980900499999999953e+00,1.258319007735466899e+00
-1.368386799999999903e+00,9.005883999999999556e-01,1.257487140574584883e+00
-1.364007500000000039e+00,1.323315500000000089e+00,1.253455940112429889e+00
-1.363147000000000109e+00,8.096432000000000073e-01,1.252663839092247766e+00
-1.361624600000000074e+00,1.513313099999999967e+00,1.251262450837598905e+00
-1.361249399999999943e+00,1.316133199999999892e+00,1.250917074541523899e+00
-1.360275700000000088e+00,1.486281100000000022e+00,1.250020771504508854e+00
-1.358045699999999911e+00,1.465307099999999974e+00,1.247968028593403167e+00
-1.356796099999999949e+00,1.199318799999999907e+00,1.246817756153170587e+00
-1.356612600000000057e+00,1.241244100000000072e+00,1.246648842106450106e+00
-1.355175699999999983e+00,1.114924199999999921e+00,1.245326157671934997e+00
-1.355175699999999983e+00,1.274943299999999891e+00,1.245326157671934997e+00
-1.352336299999999936e+00,-1.880770000000000011e-02,1.242712454433462455e+00
-1.351669699999999974e+00,9.678075000000000427e-01,1.242098840790169412e+00
-1.351105999999999918e+00,1.333542299999999958e+00,1.241579947884792645e+00
-1.349036499999999972e+00,1.217594999999999983e+00,1.239674947232535462e+00
-1.337967799999999929e+00,1.525146799999999914e+00,1.229486070344572912e+00
-1.334528500000000006e+00,1.276615999999999973e+00,1.226320151647637635e+00
-1.331350500000000103e+00,1.030480099999999899e+00,1.223394762871183206e+00
-1.330995600000000056e+00,9.070530999999999455e-01,1.223068072979186516e+00
-1.327579800000000088e+00,7.386791999999999803e-01,1.219923786326381654e+00
-1.327131800000000084e+00,1.951227400000000056e+00,1.219511396719128449e+00
-1.325361599999999918e+00,1.287007900000000093e+00,1.217881905462967040e+00
-1.324791899999999911e+00,1.487268899999999894e+00,1.217357489482493005e+00
-1.324600800000000023e+00,6.750960000000000294e-01,1.217181579540648872e+00
-1.323855299999999957e+00,8.269950999999999830e-01,1.216495337459828852e+00
-1.322281999999999957e+00,1.158916499999999905e+00,1.215047095118105158e+00
-1.315565499999999943e+00,9.192278999999999867e-01,1.208864472803109269e+00
-1.315080400000000038e+00,1.094576699999999958e+00,1.208417932181504950e+00
-1.313651899999999983e+00,1.970232500000000053e+00,1.207102980052126240e+00
-1.308852499999999974e+00,1.095648500000000025e+00,1.202685072281919121e+00
-1.308852499999999974e+00,1.472732799999999953e+00,1.202685072281919121e+00
-1.308522600000000091e+00,8.571163000000000531e-01,1.202381395202827941e+00
-1.307674199999999898e+00,1.126110799999999967e+00,1.201600432384091421e+00
-1.306962100000000015e+00,1.012216100000000063e+00,1.200944935421311976e+00
-1.304704700000000051e+00,1.615958800000000029e+00,1.198866970467262538e+00
-1.304657399999999967e+00,1.199939000000000089e+00,1.198823430225246955e+00
-1.303372699999999940e+00,7.096162000000000303e-01,1.197640847795696128e+00
-1.302332700000000010e+00,1.890542299999999898e+00,1.196683514778857926e+00
-1.302177499999999988e+00,1.275296200000000102e+00,1.196540651236345010e+00
-1.301693699999999954e+00,1.056668399999999952e+00,1.196095307281011433e+00
-1.299996300000000105e+00,9.350996000000000308e-01,1.194532829336029556e+00
-1.297142999999999935e+00,1.398312100000000058e+00,1.191906330973581563e+00
-1.296337599999999979e+00,6.159843999999999875e-01,1.191164950193041472e+00
-1.291465400000000097e+00,9.298102999999999785e-01,1.186680029111656154e+00
-1.289787299999999970e+00,9.971624999999999517e-01,1.185135317058235715e+00
-1.288103699999999963e+00,1.323455400000000060e+00,1.183585542185976891e+00
-1.288103699999999963e+00,1.432322600000000001e+00,1.183585542185976891e+00
-1.287875700000000068e+00,1.539880200000000032e+00,1.183375665332285331e+00
-1.283757999999999955e+00,1.405160399999999976e+00,1.179585270944365938e+00
-1.283515500000000031e+00,1.130605899999999941e+00,1.179362046659189867e+00
-1.280828400000000089e+00,1.317045299999999974e+00,1.176888537476933116e+00
-1.279321900000000012e+00,1.526095900000000061e+00,1.175501785371291463e+00
-1.277382100000000076e+00,1.391153400000000095e+00,1.173716175192384137e+00
-1.276244099999999992e+00,1.533699099999999982e+00,1.172668631948958762e+00
-1.275077299999999969e+00,7.118607000000000129e-01,1.171594577945067162e+00
-1.274656599999999917e+00,1.346092300000000019e+00,1.171207318329505753e+00
-1.273723699999999903e+00,1.209147500000000042e+00,1.170348572203151249e+00
-1.272873700000000108e+00,1.521047400000000049e+00,1.169566136564389014e+00
-1.266702699999999959e+00,9.574188000000000143e-01,1.163885653826974842e+00
-1.265112000000000014e+00,8.536392000000000424e-01,1.162421394567469957e+00
-1.262311699999999925e+00,7.412845999999999602e-01,1.159843683368380285e+00
-1.261059699999999895e+00,2.043241899999999944e+00,1.158691201698109241e+00
-1.258168699999999918e+00,8.069399999999999906e-01,1.156030000013801295e+00
-1.255728600000000084e+00,1.353455400000000086e+00,1.153783857423043901e+00
-1.249344999999999928e+00,1.347414499999999959e+00,1.147907673724687605e+00
-1.248831999999999942e+00,1.378604299999999894e+00,1.147435450803881540e+00
-1.248642000000000030e+00,1.509526600000000052e+00,1.147260553425805352e+00
-1.240984400000000099e+00,9.362608000000000041e-01,1.140211636781821580e+00
-1.238154800000000000e+00,8.150874999999999648e-01,1.137606954566007689e+00
-1.236801800000000062e+00,1.691618899999999925e+00,1.136361501131601504e+00
-1.235008200000000000e+00,1.549014399999999902e+00,1.134710469882561412e+00
-1.231294600000000017e+00,5.232350999999999530e-01,1.131292054602434982e+00
-1.229625799999999991e+00,9.148443000000000547e-01,1.129755903315415422e+00
-1.226084600000000080e+00,8.642351000000000338e-01,1.126496184393080080e+00
-1.224410500000000068e+00,7.206230999999999609e-01,1.124955154389724710e+00
-1.224410500000000068e+00,1.496869400000000017e+00,1.124955154389724710e+00
-1.221879099999999996e+00,6.782236000000000375e-01,1.122624969006238871e+00
-1.221879099999999996e+00,7.106154999999999555e-01,1.122624969006238871e+00
-1.217130599999999951e+00,5.519100000000000117e-01,1.118253915323106362e+00
-1.215906600000000060e+00,1.016073299999999957e+00,1.117127208003288574e+00
-1.215769300000000053e+00,1.183884799999999959e+00,1.117000821634815733e+00
-1.215565699999999971e+00,9.214607000000000214e-01,1.116813405286519290e+00
-1.213731600000000022e+00,1.051882800000000007e+00,1.115125093280573632e+00
-1.211906499999999998e+00,9.733233000000000024e-01,1.113445065887272989e+00
-1.209283399999999897e+00,1.654582699999999962e+00,1.111030469506052443e+00
-1.208550199999999908e+00,6.044604000000000088e-01,1.110355549729181268e+00
-1.207830500000000029e+00,1.059472399999999981e+00,1.109693056871279282e+00
-1.204072400000000043e+00,1.268543399999999988e+00,1.106233678784181995e+00
-1.204072400000000043e+00,9.370593999999999868e-01,1.106233678784181995e+00
-1.198085999999999984e+00,8.246965000000000545e-01,1.100723122657256692e+00
-1.195179900000000073e+00,1.205393799999999960e+00,1.098048021233954064e+00
-1.195179900000000073e+00,1.148274100000000075e+00,1.098048021233954064e+00
-1.193761999999999990e+00,1.678696299999999919e+00,1.096742826537246751e+00
-1.185398100000000010e+00,1.579199900000000101e+00,1.089043751903077339e+00
-1.181566799999999917e+00,1.227894199999999936e+00,1.085516992299795147e+00
-1.178517500000000107e+00,2.903500999999999999e-01,1.082710073484174362e+00
-1.176268300000000044e+00,1.323840099999999964e+00,1.080639656732757636e+00
-1.174838400000000060e+00,6.475068999999999964e-01,1.079323415885856008e+00
-1.169022800000000029e+00,8.896547999999999679e-01,1.073970083296696076e+00
-1.168371899999999908e+00,1.220779099999999895e+00,1.073370921699907221e+00
-1.167045099999999946e+00,9.568531000000000120e-01,1.072149585693425333e+00
-1.165781600000000084e+00,7.813126999999999711e-01,1.070986518129218190e+00
-1.165695099999999984e+00,6.812044000000000432e-01,1.070906893796567561e+00
-1.164634600000000075e+00,1.384525000000000006e+00,1.069930690273147134e+00
-1.164634600000000075e+00,1.500007799999999891e+00,1.069930690273147134e+00
-1.164187800000000106e+00,7.473459999999999825e-02,1.069519405280912938e+00
-1.162399900000000041e+00,1.223525699999999938e+00,1.067873620953215141e+00
-1.160400799999999899e+00,1.041628299999999951e+00,1.066033424382097916e+00
-1.158340300000000100e+00,1.124627400000000055e+00,1.064136708342486637e+00
-1.154456300000000102e+00,1.330297899999999922e+00,1.060561437729600875e+00
-1.150983700000000054e+00,1.634897899999999904e+00,1.057364865965876533e+00
-1.150435799999999897e+00,1.168117700000000037e+00,1.056860517158255020e+00
-1.150074100000000099e+00,1.610239900000000057e+00,1.056527567781149202e+00
-1.149203299999999928e+00,6.722158999999999773e-01,1.055725985482050211e+00
-1.139429500000000095e+00,7.763695000000000457e-01,1.046729080251303179e+00
-1.137390099999999959e+00,1.634526399999999935e+00,1.044851787025783407e+00
-1.136635199999999957e+00,8.380389000000000310e-01,1.044156892127310776e+00
-1.135554399999999964e+00,1.318268100000000054e+00,1.043162002199811589e+00
-1.131671899999999953e+00,4.246292999999999873e-01,1.039588112355700256e+00
-1.131095699999999926e+00,5.564645999999999759e-01,1.039057713043870956e+00
-1.130335899999999949e+00,1.047315699999999961e+00,1.038358307634069000e+00
-1.123853599999999897e+00,5.196039999999999548e-01,1.032391269350364515e+00
-1.123446399999999956e+00,1.024232899999999891e+00,1.032016436653771851e+00
-1.123207599999999973e+00,1.299030899999999988e+00,1.031796618264905430e+00
-1.122328999999999910e+00,8.042553999999999537e-01,1.030987855968179989e+00
-1.122217100000000078e+00,1.103324200000000088e+00,1.030884850617618476e+00
-1.119204300000000041e+00,1.208910200000000046e+00,1.028111530508838412e+00
-1.118518099999999960e+00,1.224831500000000073e+00,1.027479874820228067e+00
-1.117566000000000059e+00,1.330245899999999981e+00,1.026603454853562969e+00
-1.115286000000000000e+00,4.320203000000000237e-01,1.024504686316647373e+00
-1.112771100000000013e+00,7.361263000000000112e-01,1.022189689389678913e+00
-1.111974699999999983e+00,2.848807999999999896e-01,1.021456593221784281e+00
-1.111628000000000061e+00,7.336922000000000166e-01,1.021137451532420748e+00
-1.106525900000000062e+00,1.300243000000000038e+00,1.016440904623563179e+00
-1.103488400000000036e+00,9.521749999999999936e-01,1.013644847855633246e+00
-1.103272100000000089e+00,9.133837999999999679e-01,1.013445740998381250e+00
-1.101956699999999900e+00,1.500688900000000103e+00,1.012234898834583507e+00
-1.097208600000000089e+00,4.595809000000000144e-01,1.007864213356457705e+00
-1.091846700000000059e+00,2.507428099999999827e+00,1.002928517295893052e+00
-1.091579700000000042e+00,8.418421999999999850e-01,1.002682740454070132e+00
-1.090038599999999969e+00,1.388034299999999943e+00,1.001264138615368449e+00
-1.088926499999999908e+00,1.167034600000000033e+00,1.000240436646112174e+00
-1.088926499999999908e+00,5.120168000000000497e-01,1.000240436646112174e+00
